chr	st	en	ID	blank	dir	Mll34_ChIP-seq_WT_rep1	Mll34_ChIP-seq_WT_rep2	Mll34_ChIP-seq_dKO_rep1	Mll334_ChIP-seq_dKO_rep2	
chr5	34678485	34680285	9.24567854255727	0	+	7.37283	7.25262	5.10819	4.57747	
chr5	34679305	34681105	9.586592284936	0	+	6.08091	5.65139	2.93128	3.20018	
chr5	34780615	34782415	3.59322562613723	0	+	6.83824	2.7943	1.74584	1.80263	
chr5	34781495	34783295	15.9507363855499	0	+	34.7035	17.1425	4.44003	1.88365	
chr5	34782035	34783835	15.7374972509071	0	+	32.7656	16.6402	4.00896	1.92416	
chr5	34915775	34917575	8.70053961958062	0	+	7.95196	8.60267	6.31519	4.88129	
chr5	34916400	34918200	4.35589353146045	0	+	6.74914	6.27932	4.97887	4.11162	
chr5	34975025	34976825	4.25104926286833	0	+	9.91211	7.84915	8.19034	4.07111	
chr5	34975815	34977615	5.54432235361396	0	+	10.469	9.67015	8.40588	5.24586	
chr5	34976515	34978315	5.33024766334506	0	+	7.88514	7.91194	7.15577	4.90154	
chr5	34977635	34979435	6.4632552310683	0	+	5.88044	5.18044	4.11673	4.09137	
chr5	34978010	34979810	7.51096372541483	0	+	9.53344	7.84915	5.88412	5.6712	
chr5	34978295	34980095	9.57534253475711	0	+	10.068	7.66077	6.31519	6.1168	
chr5	35001130	35002930	12.8009485372882	0	+	3.31889	2.16637	3.83653	2.85586	
chr5	35002945	35004745	10.2196779808915	0	+	4.38806	4.14435	4.63401	4.33442	
chr5	35446065	35447865	20.0563365491196	0	+	20.7597	13.0296	6.78936	3.46348	
chr5	36112705	36114505	15.8625483116058	0	+	54.305	38.2725	15.5185	6.42061	
chr5	36131700	36133500	14.7465349025365	0	+	10.6249	7.18982	4.39692	3.03814	
chr5	36193090	36194890	11.4506198518551	0	+	15.0352	7.75496	3.3408	2.81535	
chr5	36288410	36290210	7.95877324254243	0	+	2.47246	1.821	1.09923	1.11399	
chr5	36291295	36293095	13.3379611659112	0	+	16.4608	12.2447	5.40994	3.56476	
chr5	36806190	36807990	5.73097539230381	0	+	2.58383	3.20245	2.93128	2.89636	
chr5	36807540	36809340	10.3981157745952	0	+	2.51701	3.10826	2.80196	2.6128	
chr5	37051430	37053230	17.8528859474077	0	+	0.601409	0.156983	1.16389	0.951952	
chr5	37166950	37168750	12.5551514093773	0	+	9.62254	7.15843	2.93128	2.22797	
chr5	37329445	37331245	10.9994002046037	0	+	5.5686	3.57921	0.66816	1.27602	
chr5	37475155	37476955	3.6644963866231	0	+	2.7843	1.8838	1.35787	1.66085	
chr5	37478565	37480365	14.2654248701761	0	+	32.0306	22.6997	5.7979	2.81535	
chr5	37635740	37637540	4.16328337571421	0	+	9.33298	12.9668	3.49167	4.67874	
chr5	37636940	37638740	11.1548644377308	0	+	21.5616	26.1534	6.48761	7.45358	
chr5	39045440	39047240	13.8864675916653	0	+	12.6519	10.0469	2.78041	1.96467	
chr5	39049200	39051000	12.0030576938196	0	+	20.4256	19.5915	4.82799	4.19264	
chr5	39087880	39089680	17.9153416439398	0	+	56.5324	32.9978	12.7812	4.19264	
chr5	39142935	39144735	12.4498332793163	0	+	11.8054	8.3515	7.84549	4.19264	
chr5	39143715	39145515	13.0730318369279	0	+	12.1396	8.85384	8.31966	4.27366	
chr5	43623225	43625025	11.7482269418018	0	+	4.90037	4.67809	5.34528	4.2534	
chr5	43625955	43627755	5.91606189897077	0	+	2.0047	3.07687	3.08216	2.81535	
chr5	44260835	44262635	13.5078771133642	0	+	13.6319	10.1411	5.86256	3.46348	
chr5	45839370	45841170	10.8816368143477	0	+	3.63073	3.98737	4.5478	3.22043	
chr5	45886435	45888235	18.889308905275	0	+	21.4057	14.1599	7.9317	4.2534	
chr5	45887485	45889285	9.84254750463126	0	+	4.5217	2.66871	2.86662	2.18746	
chr5	46060700	46062500	9.69452814010781	0	+	2.60611	2.91988	3.12526	3.40272	
chr5	46247435	46249235	9.50168452404114	0	+	4.49943	6.84446	4.69867	4.84078	
chr5	46826145	46827945	12.9533550389784	0	+	0.490037	0.345363	0.517285	0.28356	
chr5	46849605	46851405	12.7044869683552	0	+	0.222744	0.156983	0.0862141	0.121526	
chr5	48376510	48378310	13.9369070907812	0	+	7.4842	5.46301	4.00896	3.20018	
chr5	50513570	50515370	20.6441095354169	0	+	33.8125	20.3136	13.4494	5.32688	
chr5	53225135	53226935	5.98920096635497	0	+	4.6999	4.17575	3.92274	2.26848	
chr5	53301385	53303185	11.9964319457774	0	+	20.5593	13.061	5.60392	2.77484	
chr5	53414500	53416300	12.9704731855701	0	+	7.97424	7.15843	5.62547	4.33442	
chr5	53933520	53935320	17.0300738246111	0	+	25.3483	18.6496	3.12526	2.47102	
chr5	53948425	53950225	17.8390547783039	0	+	3.54163	2.32335	2.86662	1.80263	
chr5	53979575	53981375	12.0507729393517	0	+	9.04341	8.97943	7.24199	5.95476	
chr5	53982235	53984035	6.55730950232395	0	+	5.43495	3.10826	3.64255	2.81535	
chr5	56182355	56184155	18.3853186035907	0	+	27.7985	19.0577	16.2945	6.52188	
chr5	56512635	56514435	16.1395892028252	0	+	9.4889	5.99675	6.59538	1.55958	
chr5	60339410	60341210	15.5932223468285	0	+	1.24737	1.00469	1.68118	1.15449	
chr5	60346530	60348330	10.9920159678433	0	+	0.980074	0.910501	0.905249	0.648137	
chr5	60433235	60435035	41.2671571898113	0	+	0.222744	0.18838	0.452624	0.648137	
chr5	61273065	61274865	22.2879596553836	0	+	29.469	15.4785	7.71617	3.24069	
chr5	61379795	61381595	11.3713884167575	0	+	12.7632	4.83508	4.97887	2.24823	
chr5	63956430	63958230	14.5336001244569	0	+	15.4362	5.5258	2.04759	1.8634	
chr5	64265005	64266805	13.8813780658947	0	+	5.27903	4.33273	3.87964	2.73433	
chr5	64319725	64321525	7.1038570803158	0	+	3.18524	1.821	1.55185	1.66085	
chr5	64323075	64324875	20.1227773317425	0	+	21.027	14.8192	9.93618	3.9901	
chr5	64358685	64360485	7.70096725926729	0	+	8.442	6.53049	7.41442	5.30663	
chr5	64508005	64509805	12.1449543823744	0	+	11.0927	6.02815	2.30623	1.76212	
chr5	64628220	64630020	11.0010461876473	0	+	9.4889	5.74558	4.48314	2.3495	
chr5	64821885	64823685	12.3916750204931	0	+	31.1396	23.7358	13.0614	6.8257	
chr5	64891530	64893330	14.1765719331661	0	+	23.2545	21.852	15.3677	5.85349	
chr5	64970795	64972595	13.9948190694255	0	+	19.891	19.0263	11.1647	7.7574	
chr5	65000670	65002470	9.11330923712378	0	+	15.9039	15.3215	6.05654	4.39518	
chr5	65038610	65040410	14.3521094745445	0	+	20.0024	17.2995	4.95731	4.39518	
chr5	65092965	65094765	11.4548161769455	0	+	20.1361	15.2274	8.75074	6.05603	
chr5	65129470	65131270	13.2067035698356	0	+	20.9379	24.9917	9.76375	7.57511	
chr5	65207580	65209380	3.89400493509743	0	+	2.47246	2.7315	3.21148	2.55204	
chr5	65725675	65727475	8.27600717817814	0	+	5.90272	5.08625	4.76333	3.9901	
chr5	66605360	66607160	14.769776080315	0	+	16.5944	10.0783	5.58237	2.65331	
chr5	66732040	66733840	12.970345633613	0	+	12.5182	9.63876	3.9443	3.3217	
chr5	67065925	67067725	8.70193028247602	0	+	4.49943	4.39552	4.95731	3.58501	
chr5	67067055	67068855	11.1619601333657	0	+	11.3377	9.1992	8.34122	5.93451	
chr5	67068050	67069850	10.634497357635	0	+	8.21925	6.53049	4.76333	3.72679	
chr5	67651625	67653425	6.94775000402498	0	+	2.98477	2.00938	3.62099	2.49128	
chr5	68024285	68026085	11.4812564464094	0	+	9.71164	5.5886	6.53072	4.23315	
chr5	68610995	68612795	14.2862833766691	0	+	0.0668232	0.0627932	0.0431071	0	
chr5	69514110	69515910	11.4844094487157	0	+	0.178195	0.125586	0.215535	0.0405086	
chr5	69879675	69881475	17.6975168741983	0	+	33.4339	16.2634	4.56935	2.24823	
chr5	72594115	72595915	11.0999619075786	0	+	12.095	8.19451	4.80644	4.09137	
chr5	72855530	72857330	18.477075686083	0	+	27.5312	14.2227	10.0224	2.95713	
chr5	73292875	73294675	20.6452429352445	0	+	49.5828	26.5929	10.1733	4.37493	
chr5	73608475	73610275	16.6561462344058	0	+	5.45723	3.76759	2.00448	2.04568	
chr5	73646180	73647980	9.22750278397021	0	+	3.02932	3.89318	4.72022	3.50399	
chr5	73758750	73760550	13.7833026443488	0	+	26.5511	20.9415	4.72022	3.22043	
chr5	73880800	73882600	12.4330894208838	0	+	3.98712	4.77228	4.05206	2.87611	
chr5	73881720	73883520	10.0263897540779	0	+	3.29661	4.96066	3.79342	3.20018	
chr5	74082050	74083850	17.5917230153394	0	+	22.0962	15.6041	7.99636	4.53696	
chr5	74278040	74279840	13.5547685914466	0	+	13.5874	6.84446	3.77187	1.94441	
chr5	74283525	74285325	16.8728213162797	0	+	27.7094	11.5226	5.40994	2.8356	
chr5	74339150	74340950	15.6590402429413	0	+	2.38336	2.19776	2.84507	2.32924	
chr5	74445970	74447770	11.0159423793536	0	+	9.06568	4.5839	3.47012	1.78238	
chr5	74461360	74463160	12.6103991612039	0	+	15.5253	11.4598	7.43597	4.17239	
chr5	75133660	75135460	11.1496040540264	0	+	2.0047	0.910501	1.55185	1.03297	
chr5	75209200	75211000	15.1501916378977	0	+	14.1888	11.8993	5.08663	3.13942	
chr5	75348560	75350360	16.3006581680677	0	+	12.4737	9.35619	8.44899	4.35467	
chr5	75394185	75395985	12.0690627181361	0	+	7.52875	5.80837	4.93576	3.44323	
chr5	75479580	75481380	15.0153648003657	0	+	27.2416	18.0216	12.7166	7.06875	
chr5	75913225	75915025	12.5508021341745	0	+	13.476	9.45038	4.41847	2.02543	
chr5	75933390	75935190	11.3141224244455	0	+	43.591	52.2439	12.0269	11.8083	
chr5	75994535	75996335	11.1723765371231	0	+	10.1349	5.68279	4.76333	2.63306	
chr5	76532175	76533975	13.0811669339539	0	+	26.4397	14.5994	14.3978	5.06357	
chr5	76713835	76715635	13.5396809629114	0	+	16.2158	11.4284	6.7247	4.37493	
chr5	76750285	76752085	18.2352603271589	0	+	48.9369	32.2757	8.12568	6.23832	
chr5	77378770	77380570	7.6281768594805	0	+	3.98712	4.01877	3.9443	4.33442	
chr5	77380625	77382425	10.7702134589962	0	+	4.92264	4.17575	4.91421	4.51671	
chr5	77553720	77555520	14.8731544436254	0	+	3.00704	1.66402	1.27166	0.951952	
chr5	77682470	77684270	12.2979131628697	0	+	18.911	14.1599	4.00896	2.8356	
chr5	77694980	77696780	6.15258616351828	0	+	4.18759	4.42692	4.80644	4.82052	
chr5	77738905	77740705	8.87038517511588	0	+	3.71983	3.51642	3.57789	4.41544	
chr5	80929050	80930850	14.5183268189579	0	+	0.20047	0.533742	0.495731	0.486103	
chr5	81984260	81986060	16.8772556173765	0	+	5.76907	5.18044	2.52176	1.78238	
chr5	82682150	82683950	16.3959900777417	0	+	18.7996	9.98412	4.44003	2.20772	
chr5	85495630	85497430	12.8730007338199	0	+	6.23683	1.78961	0.474178	0.506357	
chr5	85602035	85603835	13.9779631425465	0	+	9.02113	4.6153	1.76739	1.17475	
chr5	86493190	86494990	9.0657374456646	0	+	2.80657	2.04078	2.97439	2.99764	
chr5	86835605	86837405	19.6835043438516	0	+	46.6426	42.8878	15.4539	7.59536	
chr5	87280225	87282025	14.8879679218616	0	+	13.0305	12.9354	5.4746	2.97738	
chr5	87285845	87287645	15.4061739019262	0	+	19.0223	17.2995	11.5096	3.20018	
chr5	87778525	87780325	11.4601791689162	0	+	5.5686	4.23854	4.89265	1.6406	
chr5	88593310	88595110	21.6206393924797	0	+	0	0	0	0	
chr5	89634675	89636475	20.1390375480395	0	+	0	0	0	0	
chr5	90651355	90653155	5.43422190938072	0	+	5.14539	4.39552	4.11673	4.2534	
chr5	90663715	90665515	11.4271185096224	0	+	15.1243	9.60736	2.60798	0.891189	
chr5	90674865	90676665	11.0804817992723	0	+	16.9731	10.3609	3.0606	1.27602	
chr5	92373725	92375525	11.6639535031853	0	+	8.48655	6.31072	3.6641	3.48374	
chr5	92390315	92392115	8.619450888886	0	+	2.8734	4.11295	3.75032	4.53696	
chr5	92390715	92392515	10.8424261454668	0	+	3.45253	4.45832	3.96585	5.08383	
chr5	92391720	92393520	5.56417603088511	0	+	3.22979	3.98737	3.16837	4.31417	
chr5	92470870	92472670	13.7787926251871	0	+	8.93204	8.82245	6.01344	4.84078	
chr5	92509530	92511330	9.07132098107355	0	+	4.00939	2.7629	2.26312	2.06594	
chr5	92511250	92513050	8.85742646169181	0	+	4.07622	3.76759	4.97887	5.83324	
chr5	92534840	92536640	12.2593319974784	0	+	13.9883	10.6434	9.44045	6.58265	
chr5	92541455	92543255	23.7267767884394	0	+	54.0154	50.1404	30.4983	16.0414	
chr5	92555405	92557205	5.83878330568598	0	+	2.82885	2.95128	2.56487	2.71408	
chr5	92862685	92864485	7.67193017721028	0	+	3.98712	2.60592	3.92274	4.94205	
chr5	92926690	92928490	15.4503941686559	0	+	20.6929	14.1285	4.46158	1.94441	
chr5	93226410	93228210	11.9013888860573	0	+	12.741	5.83977	2.1338	1.17475	
chr5	93352585	93354385	17.1956326206172	0	+	19.6683	21.9776	7.88859	5.79273	
chr5	93415315	93417115	12.0234557282616	0	+	8.88749	8.16312	2.06914	2.41026	
chr5	93447530	93449330	11.2178076166613	0	+	7.3951	3.89318	2.17691	1.92416	
chr5	93522545	93524345	8.96801761196638	0	+	6.17001	6.56189	5.49615	5.04332	
chr5	93555565	93557365	14.1616306113215	0	+	23.2768	17.8647	13.9236	7.89918	
chr5	93633680	93635480	6.68054477256444	0	+	1.9156	2.10357	2.82351	2.53179	
chr5	93635155	93636955	11.096367639681	0	+	2.47246	2.7629	3.29769	2.59255	
chr5	93697075	93698875	6.29915114593214	0	+	3.49708	2.66871	3.47012	2.69382	
chr5	93717800	93719600	14.9751782902727	0	+	0.445488	0.816312	0.689713	0.931698	
chr5	97632150	97633950	17.0973631980082	0	+	17.5522	12.3703	4.5909	3.11916	
chr5	97654930	97656730	18.1398459932689	0	+	21.7175	13.5319	9.87152	5.08383	
chr5	100466465	100468265	7.68351850553357	0	+	4.00939	3.29664	4.11673	5.1851	
chr5	100473900	100475700	19.7058581631558	0	+	2.51701	1.66402	2.50021	2.06594	
chr5	100895130	100896930	17.445556809662	0	+	19.5124	8.50848	2.43555	1.72162	
chr5	100947050	100948850	9.9456655994276	0	+	2.6952	2.63731	3.38391	3.56476	
chr5	102141970	102143770	14.5680386409659	0	+	21.9848	15.1646	4.56935	2.08619	
chr5	102274905	102276705	6.61545322305349	0	+	4.96719	6.68748	2.414	3.84832	
chr5	102275875	102277675	14.9460720334821	0	+	20.292	23.8928	11.7467	8.93214	
chr5	102277000	102278800	6.85356139669293	0	+	15.8816	17.4879	9.87152	7.17002	
chr5	102482315	102484115	14.1010405286443	0	+	4.58853	3.7362	4.24605	2.1267	
chr5	103333945	103335745	11.6546996249796	0	+	11.8945	5.68279	2.88817	1.62034	
chr5	104121660	104123460	14.3927711696453	0	+	13.5428	10.8318	8.8154	5.22561	
chr5	104150985	104152785	22.0040394141133	0	+	3.51936	2.66871	2.90973	2.91662	
chr5	104162110	104163910	14.7442890083814	0	+	3.80892	2.98268	2.47866	2.47102	
chr5	104241695	104243495	16.9291425438623	0	+	23.9227	21.0043	15.0444	11.3424	
chr5	104359985	104361785	14.8970117621319	0	+	8.64247	4.96066	2.88817	1.96467	
chr5	104536865	104538665	12.4764581864116	0	+	24.1455	14.7564	6.57383	2.32924	
chr5	104863835	104865635	10.0959823888577	0	+	3.31889	2.16637	2.32778	1.98492	
chr5	104864605	104866405	4.20353060950266	0	+	2.49473	1.25586	2.24157	1.70136	
chr5	104865230	104867030	5.00001832534181	0	+	3.49708	1.97799	2.75885	1.94441	
chr5	104866095	104867895	5.87569010880796	0	+	3.7421	1.69542	2.32778	1.35704	
chr5	104866880	104868680	4.73761789830727	0	+	3.47481	1.72681	2.43555	1.29627	
chr5	104868000	104869800	4.48842563966429	0	+	2.09379	1.53843	2.4571	1.17475	
chr5	104871180	104872980	26.906077465711	0	+	37.5769	18.4926	13.2339	5.16485	
chr5	104889040	104890840	12.8073665319551	0	+	11.449	8.47708	8.14724	4.45595	
chr5	104999710	105001510	12.6661284666436	0	+	5.36813	3.20245	2.69419	2.04568	
chr5	105322105	105323905	11.6126187800505	0	+	0.623683	0.282569	0.409517	0.486103	
chr5	105973415	105975215	14.233111198285	0	+	7.97424	7.3782	4.82799	1.94441	
chr5	106604940	106606740	15.1841587754885	0	+	0.645958	0.659329	0.905249	0.769663	
chr5	108480370	108482170	13.7137304502694	0	+	29.9813	22.0718	4.8711	3.36221	
chr5	108494650	108496450	5.18446054817353	0	+	4.14304	4.6467	4.76333	5.1851	
chr5	108499830	108501630	4.33042451219816	0	+	2.18289	1.44424	1.55185	1.60009	
chr5	108503925	108505725	23.1483607777756	0	+	7.90741	5.21184	3.6641	2.53179	
chr5	108506760	108508560	4.46317916608018	0	+	4.56625	2.51173	2.28467	1.92416	
chr5	108508015	108509815	4.58001055730149	0	+	3.02932	1.09888	2.54332	1.8634	
chr5	108525065	108526865	13.614618633264	0	+	9.19933	3.95597	3.42701	2.41026	
chr5	108946305	108948105	8.01805039042508	0	+	10.9367	5.5886	2.414	1.53933	
chr5	108948535	108950335	5.21187736813937	0	+	2.16062	2.00938	0.775927	1.47856	
chr5	109524660	109526460	14.0872463249748	0	+	9.84529	5.02346	2.37089	0.931698	
chr5	109980925	109982725	9.55570387845832	0	+	6.03636	6.87586	2.39244	2.59255	
chr5	109983285	109985085	4.12024763973926	0	+	5.41268	5.5572	3.6641	2.93687	
chr5	109983545	109985345	4.80591445874241	0	+	5.61315	6.78167	3.96585	3.26094	
chr5	109983950	109985750	10.246631543838	0	+	5.16766	8.2887	4.22449	3.26094	
chr5	109984415	109986215	11.7192183173845	0	+	5.54633	8.41429	4.61246	4.23315	
chr5	109984895	109986695	15.7949335746252	0	+	6.54867	9.10501	5.60392	5.08383	
chr5	109985455	109987255	15.6761159575431	0	+	5.79134	7.22122	4.46158	4.45595	
chr5	109986390	109988190	14.6508448527849	0	+	4.45488	4.92927	3.38391	3.80781	
chr5	110111375	110113175	18.4392037397007	0	+	15.993	7.72356	3.77187	1.84314	
chr5	110119220	110121020	16.7688504743596	0	+	2.65065	1.78961	1.63807	1.21526	
chr5	110171875	110173675	14.7893790329019	0	+	3.63073	1.69542	0.754374	0.42534	
chr5	110179840	110181640	13.6851899125418	0	+	1.96015	1.50704	1.78894	1.70136	
chr5	110224785	110226585	12.9378140669613	0	+	2.85112	2.7315	1.65962	1.72162	
chr5	110273205	110275005	13.3301069485587	0	+	2.80657	2.26056	2.28467	1.62034	
chr5	110294905	110296705	12.0551471367851	0	+	4.54398	3.89318	4.35381	3.20018	
chr5	110425245	110427045	12.0602261739377	0	+	0.935525	1.47564	1.29321	1.55958	
chr5	110486385	110488185	11.05687862876	0	+	3.11842	2.10357	2.90973	2.30899	
chr5	110502635	110504435	11.9052512407136	0	+	1.29192	0.753518	0.948356	0.951952	
chr5	110511115	110512915	11.225407570493	0	+	10.4021	8.63407	3.92274	2.67357	
chr5	110528195	110529995	7.13490009764271	0	+	17.4631	18.6182	10.1302	7.37256	
chr5	110528555	110530355	8.60237212172463	0	+	3.71983	6.75027	3.27614	4.63823	
chr5	110528930	110530730	5.5925483556744	0	+	2.89567	5.33742	2.75885	3.64577	
chr5	110529360	110531160	5.5925483556744	0	+	2.53928	5.14904	2.69419	3.40272	
chr5	110529775	110531575	5.5925483556744	0	+	1.69285	3.23385	2.65108	3.24069	
chr5	110534225	110536025	4.77148630324691	0	+	2.65065	3.26525	2.93128	3.46348	
chr5	110534610	110536410	4.64021133309939	0	+	2.65065	3.23385	3.12526	3.94959	
chr5	110534940	110536740	4.50052541939619	0	+	3.85347	5.05485	3.90119	4.699	
chr5	110535110	110536910	8.04493883148357	0	+	4.45488	5.65139	4.5478	5.10408	
chr5	110535640	110537440	13.3480716459781	0	+	5.96954	6.40491	5.53926	5.87375	
chr5	110538710	110540510	11.7039420109432	0	+	2.45018	1.91519	2.04759	1.45831	
chr5	110550370	110552170	13.3453253566041	0	+	9.26615	4.23854	1.48719	1.57984	
chr5	110874065	110875865	6.51971435774342	0	+	2.24971	2.13497	2.00448	1.51907	
chr5	110898250	110900050	20.3732527087574	0	+	46.754	35.4154	14.2253	5.56993	
chr5	111198215	111200015	8.95945830125873	0	+	5.12311	5.21184	5.45304	4.07111	
chr5	111232195	111233995	19.2896668137042	0	+	36.7528	29.8896	9.63443	4.19264	
chr5	111237200	111239000	8.7710084213696	0	+	11.1149	10.4551	6.22897	6.52188	
chr5	111237530	111239330	5.09465344491375	0	+	10.2462	9.41898	5.23751	5.81298	
chr5	111555710	111557510	16.0960957619998	0	+	5.7468	4.08156	1.33632	1.13424	
chr5	112554940	112556740	13.7135294018362	0	+	7.21691	5.05485	2.19846	1.72162	
chr5	112705205	112707005	9.07770890128243	0	+	5.63542	6.71887	5.58237	3.24069	
chr5	113655490	113657290	15.142383663041	0	+	8.13016	6.56189	3.10371	2.55204	
chr5	113750960	113752760	12.414966921477	0	+	1.78195	3.07687	2.62953	2.71408	
chr5	113764180	113765980	11.3502366071661	0	+	10.6694	7.53518	7.45752	3.96984	
chr5	113787270	113789070	11.4581101008953	0	+	13.0751	10.5179	8.14724	3.36221	
chr5	113848745	113850545	12.4496194529997	0	+	16.639	20.5648	9.95773	8.44604	
chr5	113895785	113897585	12.8635157255387	0	+	5.63542	5.24323	4.8711	2.73433	
chr5	113999125	114000925	5.53041925918098	0	+	9.62254	9.2306	4.31071	2.3495	
chr5	114000495	114002295	6.10459585195341	0	+	10.1126	9.1992	4.18139	2.47102	
chr5	114045970	114047770	12.0195779076991	0	+	21.8066	18.9322	11.057	6.66366	
chr5	114049620	114051420	10.9761685286342	0	+	3.09614	3.07687	2.414	1.33678	
chr5	114113935	114115735	13.4459504440726	0	+	13.721	8.60267	6.01344	3.66603	
chr5	114321920	114323720	11.3285532629614	0	+	9.71164	9.88993	5.04353	5.36739	
chr5	114392675	114394475	4.44122665683187	0	+	1.98242	3.29664	2.56487	3.11916	
chr5	114424195	114425995	17.1756349619795	0	+	3.18524	2.82569	2.52176	1.84314	
chr5	114892815	114894615	8.53810994665536	0	+	2.7843	3.76759	3.96585	4.699	
chr5	114893615	114895415	4.4980659461534	0	+	2.13834	2.95128	3.03905	4.27366	
chr5	114990920	114992720	12.8832719394643	0	+	15.258	12.3703	6.91868	3.44323	
chr5	115021295	115023095	14.8777899723113	0	+	21.8066	17.8961	10.4104	7.12951	
chr5	115250340	115252140	6.99576809597522	0	+	21.918	19.8427	7.91015	4.31417	
chr5	115251790	115253590	12.2183237418602	0	+	12.7855	10.9888	4.13828	2.95713	
chr5	115603505	115605305	8.74889244180683	0	+	6.79369	4.42692	4.09517	2.69382	
chr5	115634970	115636770	4.591711427524	0	+	1.84878	1.97799	1.98293	2.00518	
chr5	115654285	115656085	9.13551751001394	0	+	4.81127	3.98737	2.62953	2.41026	
chr5	115749845	115751645	9.65419850227748	0	+	4.98947	5.90256	8.59986	7.21053	
chr5	115750705	115752505	12.0112282604299	0	+	4.83355	5.80837	8.70763	7.19028	
chr5	115766230	115768030	12.9697098403798	0	+	18.0645	14.0657	6.18586	4.45595	
chr5	116455305	116457105	3.32565555389733	0	+	1.98242	2.35475	2.7373	2.08619	
chr5	116456710	116458510	10.839201805253	0	+	6.41503	3.83039	4.78488	2.55204	
chr5	117239200	117241000	14.9041279785931	0	+	20.8934	16.2948	9.89307	5.71171	
chr5	117813695	117815495	5.80641941146625	0	+	3.31889	3.83039	2.24157	2.10645	
chr5	117849175	117850975	9.00595130904989	0	+	4.03167	2.95128	1.8105	2.18746	
chr5	117851870	117853670	16.2634613604047	0	+	10.8922	9.48177	5.28062	3.20018	
chr5	118885550	118887350	18.2525465968481	0	+	75.2652	70.454	38.6024	23.3735	
chr5	118896270	118898070	20.0247007121966	0	+	8.93204	8.79105	3.21148	3.68628	
chr5	118931420	118933220	12.6611899714329	0	+	9.82301	8.97943	3.77187	3.96984	
chr5	118951085	118952885	12.7692303739514	0	+	27.197	17.4251	11.876	7.33206	
chr5	118959845	118961645	14.5860652336286	0	+	40.9181	36.2317	11.6174	6.96748	
chr5	119504380	119506180	15.4365852843203	0	+	5.85817	5.90256	6.87558	5.65095	
chr5	119759300	119761100	16.6139327187568	0	+	23.9895	14.5052	6.70315	3.70654	
chr5	120028370	120030170	13.4385005507704	0	+	31.7856	14.0971	6.87558	3.22043	
chr5	120063040	120064840	12.5612521825154	0	+	24.3236	19.9368	5.69013	3.5445	
chr5	120106540	120108340	12.4737197512806	0	+	20.2697	19.4973	9.44045	7.45358	
chr5	120120250	120122050	11.5924888118253	0	+	4.63308	5.21184	6.0781	6.21807	
chr5	120122320	120124120	5.27368373899006	0	+	1.60376	1.28726	1.76739	1.6406	
chr5	120125705	120127505	4.415494066281	0	+	1.89332	2.13497	1.8536	2.28874	
chr5	120128720	120130520	18.8060669044624	0	+	16.5944	13.4691	11.7036	8.08146	
chr5	120130950	120132750	15.6720093794253	0	+	15.3025	14.7564	11.6605	8.16248	
chr5	120156230	120158030	12.9863017965526	0	+	13.5874	13.1552	5.17285	3.68628	
chr5	120170295	120172095	11.5564072950365	0	+	15.8594	18.5554	2.67264	3.78755	
chr5	120961305	120963105	13.9800653135512	0	+	12.1618	10.5179	4.93576	4.33442	
chr5	120962690	120964490	11.0752390697707	0	+	10.3799	9.07362	5.10819	4.31417	
chr5	121012320	121014120	12.3718158343757	0	+	20.292	14.3796	11.7467	5.32688	
chr5	121036975	121038775	9.09017127136814	0	+	4.54398	4.5839	3.75032	2.95713	
chr5	121038435	121040235	9.83541276788182	0	+	2.62838	2.85709	2.82351	3.36221	
chr5	121061280	121063080	9.55315545724482	0	+	3.96484	4.6153	4.24605	3.56476	
chr5	121062880	121064680	11.7045384123259	0	+	3.16297	3.17106	3.18992	3.70654	
chr5	121126745	121128545	14.2403996934014	0	+	2.18289	1.94659	2.28467	1.62034	
chr5	121143295	121145095	5.82594891031045	0	+	2.67293	3.17106	2.4571	2.89636	
chr5	121146435	121148235	12.4216690027492	0	+	5.6577	5.68279	2.58642	2.14696	
chr5	121154780	121156580	11.0810848247952	0	+	7.306	7.25262	2.7373	2.87611	
chr5	121302220	121304020	12.273879128327	0	+	13.0751	5.74558	1.63807	0.810172	
chr5	121336185	121337985	2.64811692254108	0	+	2.22744	1.66402	0.495731	0.911443	
chr5	122640175	122641975	16.3771606891392	0	+	36.4632	31.0826	5.90567	3.09891	
chr5	122659210	122661010	15.7164862712518	0	+	11.2708	12.0249	5.58237	3.7673	
chr5	122660000	122661800	8.91797814006721	0	+	4.16531	4.99206	3.10371	2.45077	
chr5	122901175	122902975	19.917430176587	0	+	5.99181	4.92927	2.60798	2.6128	
chr5	122904205	122906005	8.95319441273823	0	+	3.40798	4.42692	2.50021	1.82289	
chr5	122950365	122952165	5.05348744126344	0	+	3.80892	4.86647	3.92274	4.9623	
chr5	123443330	123445130	12.5367449610888	0	+	7.08326	8.53988	4.56935	3.40272	
chr5	123444400	123446200	12.843896362525	0	+	7.84059	9.85853	4.74178	3.90908	
chr5	123464855	123466655	5.26934801646554	0	+	6.39275	6.59329	6.59538	5.38764	
chr5	123485165	123486965	8.83293793349451	0	+	11.3599	8.85384	7.91015	4.55722	
chr5	123486620	123488420	5.23257319194665	0	+	10.1571	8.79105	4.24605	3.48374	
chr5	123487660	123489460	11.1403025939633	0	+	10.8254	10.3295	3.47012	3.07865	
chr5	123488800	123490600	7.72638847735514	0	+	4.14304	4.77228	1.98293	2.24823	
